,title,owner,location,create_time,readers_count,likes_count,article_url,hour,recall
39,"大家好呀，我是竹子。我来跟大家汇报工作啦🎉

咱们第四期 AI 之心写作营，马上结束了❤️

这次小林老师<e type=""mention"" uid=""544458115484444"" title=""%40%E9%97%AB%E5%B0%8F%E6%9E%97"" /> 和皮特老师<e type=""mention"" uid=""422128485222188"" title=""%40%E7%9A%AE%E7%89%B9"" />两位分别带领了一批圈友，非常辛苦。我代表破局的官方非常感谢两位无私利他的老师和志愿者伙伴们每天在群内进行批阅修改。

这次破局AI之心写作营的效果非常的明显，相信大家从近期星球的内容也能看出。

参与此次训练营的小伙伴的收获都很大。

当然也有一些小伙伴，并不知道自己的收获了什么，甚至说觉得自己的收获就是 ”小成果”，借用小林老师的话来说就是，“ 你很有价值，只是你不知道 ”。

在日常中，我们通常都是 “输入者“ 的角色，各种碎片化信息、活动、学习、会议、培训，或被动或主动的吸收各类信息。每时每刻多被环境投喂着自己的思想、头脑、行为、反馈中反复驯化着自己。

而写作、输出、分享，可以帮助我们整合这些知识，组织成一个有系统的整体。

更重要的是：写作可以促使你醒过来，更有审视的去看待生活、看待自己、看待一切。

人类的思维是如此的复杂、是跳跃的、模糊的，有时甚至是自相矛盾的。而写作需要我们将这些模糊、跳跃的思维转化为有逻辑、清晰、连续的文字。

写作的过程，实际是一个思考的过程。它促使我们对自己的观点进行反反复复的斟酌、对自己的逻辑进行严格的检验。

每次写作，都是对思维能力的一次锻炼，它可以使你的知识更加系统、深入。

写作是彻底的自我对话、自我梳理。当你尝试写下自己的故事、情感、收获、经历时，你在重新审视这段过程。这种自我审视帮助我们更好地了解自己：我为什么会有这样的情感？我在这样的经历中学到了什么？这些反思，是一种深刻的自我复盘，对于个人的成长来说，是无价的。

写作是你思维的表达，不仅仅是输出，还是一种反向思考、整合、梳理的过程，当你将所学的知识付诸于文字时，你其实在加深对它的理解。

写作习惯的养成，持续学习、持续输出、获得反馈，不断进步。从碎片化的学习分享感悟开始，我们每个人都可以慢慢培养这项技能。

期待大家的持续输出，写作是一件值得长期投入的事儿

再次感谢小林老师<e type=""mention"" uid=""544458115484444"" title=""%40%E9%97%AB%E5%B0%8F%E6%9E%97"" /> 和皮特老师<e type=""mention"" uid=""422128485222188"" title=""%40%E7%9A%AE%E7%89%B9"" /> ，感谢所有的志愿者们

我在AI之心写作训练营等你。在你每一个一点一滴的闪光✨时刻都为你鼓掌、欢呼🎉、见证。

生活破局，从思想破局开始。我们一起启航⛵️～",富而喜悦的竹子,北京,2023-10-11T16:41:37.272+0800,4979,80,,16,0
40,"《AI+简历修改，首月盈利7000+，低成本高收益的保姆级教程，附带多个接单平台详细操作步骤及避坑指南》

大家好，我是饭饭。

今天被洋哥邀请到国内最大的AI社群来分享，感觉超赞，这篇AI结合电商落地赚钱的应用帖子在其他星球也分享了，被不少人点赞，也被洋哥看见了，哈哈哈，洋哥看见好内容首先想到了咱圈友，让我来星球分享一下看看能不能对圈友产生点价值,点赞洋哥！

在使用AI的过程中惊喜不断，不同场景的AI带来的收益大不相同，秋招阶段简历的需求极大的增加，果断的下水测试，很快完成了从0-1，旺季来临，这个项目分享可以给到大家。

为了方便圈友阅读，移步飞书【电脑版阅读更佳】<e type=""web"" href=""https%3A%2F%2Fcxqeimz77vr.feishu.cn%2Fdocx%2FLjlQderfmoJiryxAV4FcaW3knNg"" title=""https%3A%2F%2Fcxqeimz77vr.feishu.cn%2Fdocx%2FLjlQderfmoJiryx..."" />万字长文，预计耗时稍多，AI简历修改指令库可复制使用于各行业哦~",饭饭,贵州,2023-10-10T19:45:17.657+0800,5392,160,,19,0
41,"AI 公众号，30 天变现 1 万+

我是伟豪，正在参加小林的第四期 AI 之心写作营，非常感谢AI破局提供的平台和小林老师的耐心指导！

作为一名自由职业者，最大的焦虑就是如何让自己的收入保持在职时候的水平。

参加了 9 月的航海和经过一番折腾后，我选择了公众号流量主赛道，在 AI 加持下我一个人操作 10 个账号，在接近一个半月时间的日更，取得了如下的成果：

2 篇 10 w+ 阅读，数十篇几万阅读，目前多个账号稳定平均一周十万阅读，目前已获得收益 1 万+。

前人栽树，后人乘凉，我也是参考了很多前辈的经验，并落实执行到位，同时不断加入自己的想法去迭代写作的方法，如何提高效率。

我所有的公众号的写作领域基本上都与情感相关，目标群体是中老年人群，目前盈利的方式也是唯一的，全靠流量主广告费。我会以情感领域作为我的案例去给大家分享以下几点：

公众号情感领域爆文如何从 0 到 1

公众号写作躲坑经验

如何通过小技巧解放双手，提高效率

为了方便阅读，请移步飞书：<e type=""web"" href=""https%3A%2F%2Fev0ft8k60w2.feishu.cn%2Fdocx%2FKl9cdraD6o6Vtyx4vVbcQuounLd"" title=""https%3A%2F%2Fev0ft8k60w2.feishu.cn%2Fdocx%2FKl9cdraD6o6Vtyx..."" />",伟豪,广东,2023-10-10T14:54:38.968+0800,5207,120,,14,0
42,入坑赛博机车，10 天赚回星球门票，变现近 1000 元,小六六~,上海,2023-10-09T21:47:46.459+0800,5004,104,https://articles.zsxq.com/inline_form/id_l4vgo6vug55p.html,21,0
43,"重要福利通知，十月份我们为大家精心准备了三场快闪活动！

我们邀请了三位专业的老师来带领大家做AI实战。

时间是每周五的晚8点，这周开始！

报名适合人群、分享形式、具体人数、具体主题内容，会提前在星球里进行通知，届时请大家注意星球内容。

这周是皮特老师主动请缨，8 月份他进行了一次 AI 写作快闪，效果不错，反馈也很好，这次是一个返场活动，上次错过的伙伴这次不要错过。

想参加的圈友们，扣个1，方便我们确定参与人数。",findyi,北京,2023-10-09T20:00:44.353+0800,6831,115,,20,0
44,"AI 小红书起号到引流 SOP

大家好呀，好久不见，我是小柴，AI 之心获得者，正在参加闫小林老师的第四期 AI 之心写作训练营。

最近一个月再跟驴哥线上合作，运营账号给驴哥的绘画课引流，账号从零开始跑，实现精准引流 845 人到群聊，实际对接到微信的有 450 人，引流率达到 53%，精准涨粉 1000+，在同行引流范围内达到一骑绝尘。

于是花了四天的时间，总结复盘了一套小红书引流的 SOP 文档，字数在 1w5+，图文视频保姆级的教学，各位同学可以放心食用。

文档过长，请各位移步飞书查看：

<e type=""web"" href=""https%3A%2F%2Fpqgr8fmaqf.feishu.cn%2Fdocx%2FZbobdoyGsoFcz6xsezWcXQeAnNe"" title=""https%3A%2F%2Fpqgr8fmaqf.feishu.cn%2Fdocx%2FZbobdoyGsoFcz6xs..."" />",🍀柴达🏹,河北,2023-10-09T08:35:35.441+0800,4871,105,,8,0
45,向量检索构建智能知识库：实战与进阶 ,鹤涵,北京,2023-10-08T11:49:54.916+0800,4991,86,https://articles.zsxq.com/inline_form/id_44ewtcmg799z.html,11,0
46, AI 公众号航海：10 万+阅读，小赚 600+,罗根,广东,2023-10-08T07:41:53.235+0800,5283,88,https://articles.zsxq.com/inline_form/id_nwbqr3kpefaq.html,7,0
47,涨粉 9200+，变现 1200+，我用 AI 做了什么？,枫枫无痕,湖北,2023-10-07T10:16:39.481+0800,4851,122,https://articles.zsxq.com/inline_form/id_hlczvjwnif1a.html,10,0
48,"AI数字人：起号四天，涨粉两万

大家好，我是在总在创业路上的大学生墨菲

感谢元峰哥<e type=""mention"" uid=""15515225248542"" title=""%40%E5%85%83%E5%B3%B0%40AI%E7%A0%B4%E5%B1%80"" /> 和段老师<e type=""mention"" uid=""585215411111884"" title=""%40%E6%AE%B5%E8%80%81%E6%B9%BF"" /> 的分享

之前也有跟着星球做过不少项目，这次终于做出了小成果

向大家分享我的涨粉经验

第一次发文章，如果有排版方面的不足，请一定多多指教！

具体内容请移步飞书：<e type=""web"" href=""https%3A%2F%2Fevw1ozqu7k6.feishu.cn%2Fdocx%2FAC16dTQbMo31rzxYzNfcdyyCnRd%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fevw1ozqu7k6.feishu.cn%2Fdocx%2FAC16dTQbMo31rzx..."" />",墨菲,北京,2023-10-06T23:35:28.058+0800,4824,113,,23,0
49,AI 公众号：涨粉 4500，变现 2000+,das,江苏,2023-10-05T08:50:20.911+0800,5139,112,https://articles.zsxq.com/inline_form/id_hck4xxvo1ct6.html,8,0
50,研究 AI 人像 3 个月，谈谈如何做出还原真人的 AI 写真,月起星九,江苏,2023-10-02T01:01:34.726+0800,5053,153,https://articles.zsxq.com/inline_form/id_pqwo1whfs6w8.html,1,0
51,公众号还有机会吗？有！,皮特,浙江,2023-10-01T22:59:52.862+0800,4950,130,https://articles.zsxq.com/inline_form/id_rw71kesxtble.html,22,0
52,6 条航海皆上岸，我的心得复盘,闻彬,上海,2023-10-01T13:47:20.944+0800,4582,94,https://articles.zsxq.com/inline_form/id_9kd27dctw2rg.html,13,0
53,冯帅—AI提示词保姆级教程（四）：11个情景小故事，带你10分钟学会AI提示词,冯帅Prompt,北京,2023-10-01T11:47:51.510+0800,4690,96,https://articles.zsxq.com/inline_form/id_9v6nh1b3r6bl.html,11,1
54,"《从零开始学AI绘画，万字Stable Diffusion终极教程！全新升级版》

各位好，我是吴东子

2022年8月，一款叫Stable Diffusion的AI绘画软件开源发布，从此开启了AIGC在图像上的爆火发展时期

一年后的今天，率先学会SD的人，已经挖掘出了越来越多AI绘画有趣的玩法

从开始的AI美女、线稿上色、真人漫改、头像壁纸

到后来的AI创意字、AI艺术二维码、AI幻术等等

而之后伴随着技术的发展，还会出现更多玩法，以及更多机会

与此同时，我相信很多朋友看到别人生成出那些有趣的图片时，都想过自己亲自上手玩一下

但是碍于SD的操作复杂，又不得不放弃

没关系，我将会出一套SD的终极教程，不会有过多枯燥的原理讲解

而是用奶奶都能听懂的方式，手把手带大家把这个软件用起来

结合一个又一个的例子展示，让你学完后不仅能立刻做出同款好玩的图片，还能在娱乐的同时掌握AI绘画这个新技术

这套课程分为六节课，会系统性的介绍sd的全部功能，让你打下坚实牢靠的基础

1.SD入门
2.关键词
3.Lora模型
4.图生图
5.controlnet
6.知识补充

同时之前看过东子教程的朋友应该都知道，我希望能够做出来真正好的作品，让大家真的可以学会SD

我的上一篇SD终极教程也很荣幸能广受好评，有将近3w人学过

而这次的教程则是全新升级版，我们团队重新打磨了半个月时间，一共2万字，400张图，希望能做到让大家学SD，看这一篇就够！

另外，课程所需要安装包、大模型、Lora、关键词库，都已经给大家全部打包好放在网盘里了

花了很多时间才整理出来，希望对你有帮助

<e type=""web"" href=""https%3A%2F%2Fry5hwpuf7b.feishu.cn%2Fwiki%2Fspace%2F7272418982156566532%3Fccm_open_type%3Dlark_wiki_spaceLink"" title=""https%3A%2F%2Fry5hwpuf7b.feishu.cn%2Fwiki%2Fspace%2F7272418982..."" />",吴东子,福建,2023-10-01T08:59:17.969+0800,4803,180,,8,0
55,"写作是人生逆袭最重要的武器之一！

无论自媒体还是职场、短文还是长文、周报还是日报，写作都是底层能力。

昨天小林老师的写作营名额一开放就满了，昨天也说了写作训练营改一篇文章需要很长时间，包括标题、行文结构、突出亮点、总结复盘等等，一天也就能改10篇左右，确实只能带80人-100人，目前已经120了，严重超标

但还是很多会员私聊我们说还想报名， 为了满足大家的需求，我们经过协调，特邀破局写作 TOP3 的男人：皮特，额外带一期写作营 

皮特在写作方面的成绩我不用多说，大家懂得都懂，我们相信他的指导会为大家带来非常大的收获。 

话不多说，上限50个名额，报满即止，错过这次报名的朋友们就要等到下一期了

最后，我们要特别感谢小林老师和皮特老师的无私奉献和利他精神，感谢两位！

报名方式: 请扫码下方二维码添加【竹子| 洋哥助理】微信，回复【加入皮特老师AI之心写作营】",findyi,北京,2023-09-28T11:28:49.055+0800,5242,74,,11,0
56,AI写6000字长文，1小时完成，收益1500元，头条写作变现方法论,贺翔,四川,2023-09-26T10:02:08.598+0800,5281,159,https://articles.zsxq.com/inline_form/id_oxk0vx9xxn3l.html,10,0
57,航海期间，我把自己忙炸了,老六,浙江,2023-09-25T14:01:25.891+0800,5372,118,https://articles.zsxq.com/inline_form/id_j39xez5rmm4p.html,14,0
58,"AI教练硬核分享：历时14天的航海将在9月26日正式靠岸，在这近14天里，我见证了许多勇敢的航海家，他们不畏艰难，积极的探索自己的未知的领域，收货颇丰，这大概就是航海独有的魅力吧，与人同行，敲开新世界的大门。

第二期航海就要靠岸了，但靠岸并不意味着停止，而是一种全新的开始，为了能够让大家积蓄更多的力量，也为了让未参加本次航海的圈友们感受航海的魅力，我们在靠岸仪式上邀请到了本次各航线上的航海教练来为大家做分享。

分享内容涵盖：AI写作、AI绘画、AI抖音、AI提示词等领域。

绝对硬核的分享。

最后让我们在9月26日晚8点（后天）一同相见，保存海报，扫码预约不迷路~",findyi,北京,2023-09-24T19:34:44.569+0800,6186,74,,19,1
59,"大家好，我是天成老师，破局初创合伙人，思维导图资深教练

倾力制作了一份破局精华总结思维导图。最近马上涨价，方便大家在宣传破局拉新的时候搭配使用[呲牙]

让其他人看到我们星球这满满的干货[色]

图片最后有彩蛋，你发现了吗[奸笑]

注：
（1）PDF文档高清，缩放不变形
（2）zip文档中有html文件，上面的链接可直接点击打开，查看很方便。


同时感谢耀林提供的素材",天成导图,重庆,2023-09-23T00:41:57.646+0800,4759,169,,0,0
